,index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,pred_salse
35858,709465,844,6,09/11/2013,283,1,0,0,0,2590.583333333333
35859,68581,67,3,02/01/2013,836,1,0,0,1,7269.1
35860,184903,79,7,07/04/2013,0,0,0,0,0,0.0
35861,56177,897,4,26/06/2014,226,1,0,0,0,2158.908
35862,147543,262,1,05/08/2013,3597,1,0,0,0,22451.47
35863,201378,1096,1,23/03/2015,583,1,0,0,0,4524.36980952381
35864,52869,942,6,21/09/2013,411,1,0,0,0,4804.105714285714
35865,644306,364,5,13/02/2015,585,1,0,0,0,4745.066666666667
35866,182310,506,6,10/05/2014,758,1,0,0,0,6368.34
35867,143088,357,7,19/04/2015,0,0,0,0,0,0.0
35868,627657,51,4,10/01/2013,502,1,1,0,0,6429.43
35869,340876,326,6,10/05/2014,541,1,0,0,0,5299.861333333333
35870,102139,423,7,09/06/2013,2598,1,0,0,0,17118.65
35871,631214,493,6,01/02/2014,866,1,0,0,0,8291.314166666667
35872,129677,742,3,01/05/2013,0,0,1,a,0,0.0
35873,541604,519,3,13/05/2015,595,1,0,0,0,5115.306238095238
35874,377468,208,1,09/09/2013,458,1,1,0,0,3487.0564285714295
35875,209686,544,6,28/03/2015,1354,1,0,0,0,9436.67
35876,684040,347,7,14/07/2013,0,0,0,0,0,0.0
35877,63127,748,7,26/10/2014,0,0,0,0,0,0.0
35878,350944,234,3,25/03/2015,769,1,0,0,0,7451.136666666667
35879,171232,1014,7,19/01/2014,0,0,0,0,0,0.0
35880,7930,712,7,26/07/2015,0,0,0,0,0,0.0
35881,623826,419,5,09/08/2013,816,1,0,0,0,4975.206666666666
35882,134297,851,4,01/05/2014,0,0,1,a,0,0.0
35883,118984,1045,4,13/11/2014,914,1,1,0,0,7479.799999999999
35884,152685,556,5,12/06/2015,705,1,0,0,0,5786.77
35885,31907,930,6,04/10/2014,1568,1,0,0,0,9352.6125
35886,89388,627,7,09/03/2014,0,0,0,0,0,0.0
35887,220214,854,5,19/06/2015,710,1,1,0,0,7462.14255952381
35888,707260,1109,7,11/08/2013,0,0,0,0,0,0.0
35889,598259,167,7,23/03/2014,0,0,0,0,0,0.0
35890,338317,1103,4,10/01/2013,305,1,1,0,1,3833.385
35891,502500,945,6,29/03/2014,327,1,0,0,0,2994.0776666666666
35892,709946,409,7,02/06/2013,0,0,0,0,0,0.0
35893,549106,142,4,02/01/2014,573,1,0,0,1,4781.876666666666
35894,150131,833,3,13/02/2013,442,1,0,0,0,4309.948023809524
35895,332366,568,7,24/08/2014,0,0,0,0,1,0.0
35896,163170,646,3,23/10/2013,691,1,1,0,0,5098.78
35897,649639,826,6,22/06/2013,576,1,0,0,0,6005.428000000001
35898,204531,103,2,17/12/2013,521,1,1,0,0,6037.9
35899,103173,1111,1,15/07/2013,721,1,1,0,0,7684.049166666668
35900,692347,809,7,12/04/2015,0,0,0,0,0,0.0
35901,302688,1099,4,13/06/2013,954,1,0,0,0,6021.349333333334
35902,99931,480,7,17/03/2013,0,0,0,0,0,0.0
35903,405166,498,6,02/05/2015,1013,1,0,0,0,8394.04
35904,512802,1092,1,10/02/2014,1113,1,0,0,0,11200.996666666666
35905,15517,853,6,14/12/2013,1064,1,0,0,0,8856.658333333333
35906,577102,168,7,21/12/2014,0,0,0,0,0,0.0
35907,612429,302,5,15/02/2013,252,1,0,0,0,2598.3283333333334
35908,41923,863,1,12/01/2015,1045,1,1,0,0,8735.786666666667
35909,24765,538,6,18/01/2014,337,1,0,0,0,2377.1
35910,499485,369,4,14/03/2013,488,1,0,0,0,5501.47
35911,345985,118,6,28/09/2013,738,1,0,0,0,7856.763333333332
35912,143667,696,4,29/08/2013,1048,1,1,0,0,8551.212666666666
35913,95659,1,6,31/05/2014,560,1,0,0,0,4138.13
35914,19363,265,4,19/02/2015,582,1,1,0,0,6013.34
35915,289023,679,4,29/08/2013,1064,1,1,0,0,9679.42
35916,320025,534,7,30/03/2014,0,0,0,0,0,0.0
35917,360785,1113,6,16/02/2013,635,1,0,0,0,5304.313333333333
35918,475419,518,2,12/05/2015,404,1,0,0,0,4186.48
35919,512706,464,1,29/12/2014,2063,1,0,0,1,16234.57
35920,136265,711,7,27/01/2013,0,0,0,0,0,0.0
35921,553693,323,3,11/06/2014,554,1,0,0,0,5940.452166666667
35922,298193,964,7,13/10/2013,0,0,0,0,0,0.0
35923,514642,812,6,12/01/2013,396,1,0,0,0,3166.658666666667
35924,224768,630,3,26/03/2014,723,1,0,0,0,5618.525
35925,96151,983,1,04/03/2013,2188,1,1,0,0,18026.38
35926,569449,450,5,26/07/2013,1048,1,0,0,1,7477.892
35927,383311,176,7,04/01/2015,0,0,0,0,0,0.0
35928,299903,658,7,26/05/2013,0,0,0,0,0,0.0
35929,318518,894,6,24/01/2015,627,1,0,0,0,5326.79
35930,335709,424,7,10/11/2013,0,0,0,0,0,0.0
35931,70081,155,6,28/06/2014,804,1,0,0,0,7750.6075
35932,58573,178,6,11/07/2015,694,1,0,0,0,6863.53
35933,283569,614,6,09/08/2014,976,1,0,0,0,6215.11
35934,204749,864,3,09/01/2013,646,1,1,0,0,4689.9275
35935,473745,307,4,31/07/2014,448,1,1,0,1,4652.51
35936,203009,563,6,17/01/2015,735,1,0,0,0,5622.132
35937,588986,30,2,21/07/2015,590,1,0,0,1,3584.34
35938,86343,35,5,01/08/2014,810,1,1,0,1,11291.11
35939,550564,214,3,25/02/2015,535,1,0,0,0,5862.274166666665
35940,345535,1096,5,26/12/2014,0,0,0,c,1,0.0
35941,17936,646,1,10/02/2014,689,1,0,0,0,4640.128333333333
35942,312589,98,5,15/03/2013,351,1,0,0,0,3691.945
35943,512669,750,7,16/06/2013,0,0,0,0,0,0.0
35944,522584,583,1,09/03/2015,394,1,0,0,0,3413.4136666666677
35945,182254,269,7,10/11/2013,0,0,0,0,0,0.0
35946,245976,201,3,14/05/2014,355,1,0,0,0,3968.87
35947,600058,718,1,05/05/2014,1123,1,1,0,0,11415.68
35948,256437,132,3,20/02/2013,464,1,1,0,0,4847.069166666666
35949,580991,323,6,06/06/2015,628,1,0,0,0,6841.128833333333
35950,517927,769,5,03/05/2013,3079,1,1,0,0,10637.46
35951,595243,825,6,16/02/2013,602,1,0,0,0,5143.065
35952,193482,503,6,07/02/2015,448,1,0,0,0,5727.918666666667
35953,697154,760,5,17/10/2014,1147,1,0,0,0,7039.890964285715
35954,680830,335,3,16/04/2014,3027,1,1,0,1,19079.05
35955,653260,801,3,30/04/2014,650,1,1,0,1,7035.78
35956,226265,300,3,01/01/2014,0,0,0,a,1,0.0
35957,96106,988,4,12/03/2015,648,1,0,0,0,3685.557166666666
35958,496005,605,4,16/10/2014,442,1,0,0,0,5628.665047619047
35959,413939,774,4,03/01/2013,678,1,0,0,1,4839.108333333334
35960,519408,979,4,02/07/2015,681,1,1,0,0,7404.5666666666675
35961,705635,416,4,16/01/2014,1111,1,0,0,0,8479.99
35962,655170,866,3,30/04/2014,727,1,1,0,0,10393.491523809522
35963,189045,732,3,13/02/2013,448,1,0,0,0,3658.075
35964,265434,568,3,19/11/2014,389,1,0,0,0,4034.319777777778
35965,234088,1103,5,29/03/2013,0,0,1,b,1,0.0
35966,124627,1049,1,20/04/2015,641,1,0,0,0,4002.015
35967,127600,841,3,16/04/2014,609,1,1,0,0,5336.47
35968,558635,349,3,12/02/2014,774,1,0,0,0,7874.738333333333
35969,622769,71,6,28/12/2013,592,1,0,0,0,6521.862833333334
35970,696214,51,6,15/03/2014,555,1,0,0,0,7178.174523809523
35971,72808,137,7,20/01/2013,0,0,0,0,0,0.0
35972,554343,22,3,27/03/2013,576,1,1,0,1,5412.153333333333
35973,164449,327,1,10/03/2014,0,0,0,0,0,0.0
35974,641011,643,2,24/12/2013,785,1,0,0,1,5670.26
35975,98447,918,6,30/08/2014,327,1,0,0,0,3001.564666666666
35976,293069,671,7,06/10/2013,0,0,0,0,0,0.0
35977,530030,830,6,07/12/2013,252,1,0,0,0,3130.9
35978,554188,719,3,27/11/2013,381,1,0,0,0,4325.309166666667
35979,365027,313,4,08/01/2015,704,1,1,0,0,7595.616666666666
35980,11485,392,6,14/03/2015,453,1,0,0,0,4395.519
35981,487887,866,2,08/10/2013,487,1,1,0,0,7069.62
35982,110164,467,1,07/10/2013,2005,1,1,0,0,18544.0125
35983,81137,404,3,06/02/2013,590,1,1,0,0,4977.574
35984,378009,301,6,03/08/2013,497,1,0,0,0,4551.1605
35985,333368,266,2,14/01/2014,442,1,0,0,0,3265.99
35986,4577,344,5,12/09/2014,977,1,0,0,0,6597.244333333333
35987,329748,98,2,20/08/2013,373,1,0,0,1,3622.777083333334
35988,696829,54,5,27/06/2014,642,1,0,0,0,6745.89
35989,521485,795,1,29/12/2014,464,1,0,0,1,3948.3902499999995
35990,440471,792,4,08/05/2014,764,1,1,0,0,8590.04
35991,43273,181,5,23/08/2013,571,1,0,0,1,4293.595
35992,680925,232,5,24/10/2014,355,1,1,0,0,4327.040666666667
35993,669651,300,4,27/02/2014,797,1,0,0,0,6253.7
35994,78249,468,4,11/07/2013,568,1,0,0,1,4702.498666666667
35995,42643,130,5,31/10/2014,592,1,0,0,1,5342.461000000001
35996,191261,233,1,20/04/2015,1102,1,0,0,0,9412.27
35997,621407,536,6,14/03/2015,533,1,0,0,0,4854.31
35998,153896,766,6,02/02/2013,512,1,0,0,0,5310.538285714287
35999,391128,637,6,11/05/2013,630,1,0,0,0,7355.925166666667
36000,592227,280,3,13/05/2015,560,1,0,0,0,6185.502333333334
36001,247530,997,6,04/05/2013,393,1,0,0,0,4338.4783333333335
36002,310683,987,3,24/07/2013,698,1,0,0,1,4882.296666666666
36003,489370,690,7,26/10/2014,0,0,0,0,0,0.0
36004,71929,236,7,15/12/2013,0,0,0,0,0,0.0
36005,614926,316,2,21/10/2014,901,1,1,0,0,10793.88
36006,314102,813,4,30/01/2014,638,1,0,0,0,5320.506107142856
36007,319500,556,2,13/01/2015,996,1,1,0,0,9624.62
36008,423019,758,5,05/06/2015,633,1,1,0,1,5856.29
36009,529915,405,5,15/05/2015,491,1,0,0,0,4018.361785714286
36010,295587,520,6,29/03/2014,282,1,0,0,0,2854.7059999999997
36011,259976,889,4,07/03/2013,508,1,1,0,0,4833.7
36012,659585,504,6,17/08/2013,953,1,0,0,0,6152.09
36013,639907,461,3,11/06/2014,398,1,0,0,1,3385.7352857142855
36014,269512,374,7,25/01/2015,0,0,0,0,0,0.0
36015,377807,61,4,23/01/2014,553,1,1,0,0,4568.3820000000005
36016,621349,947,7,02/02/2014,0,0,0,0,0,0.0
36017,664583,1001,6,25/04/2015,367,1,0,0,0,3038.0856666666664
36018,351211,370,4,23/10/2014,671,1,1,0,0,8538.707738095238
36019,191651,836,1,29/07/2013,890,1,1,0,1,8472.45
36020,188853,684,2,12/02/2013,275,1,0,0,1,2618.81
36021,447029,189,2,11/02/2014,742,1,0,0,0,7501.48
36022,144005,73,7,28/06/2015,0,0,0,0,0,0.0
36023,131473,1110,4,19/03/2015,673,1,1,0,0,6022.35
36024,211998,519,3,21/05/2014,435,1,1,0,0,4485.035
36025,198582,576,2,10/12/2013,838,1,0,0,0,5604.785
36026,203648,198,1,28/07/2014,507,1,1,0,1,5382.117666666667
36027,236452,298,1,16/03/2015,786,1,1,0,0,9802.45
36028,128560,1055,1,27/10/2014,895,1,0,0,1,6984.595
36029,228147,109,7,28/09/2014,0,0,0,0,0,0.0
36030,468110,23,6,11/10/2014,458,1,0,0,0,4869.840666666667
36031,530294,866,3,06/03/2013,406,1,1,0,0,5242.333333333334
36032,131338,221,5,18/04/2014,0,0,1,b,1,0.0
36033,98656,614,1,02/06/2014,1226,1,1,0,0,9264.79
36034,539476,566,6,27/12/2014,508,1,0,0,0,4013.17
36035,357461,1054,6,30/03/2013,614,1,0,0,0,5610.0
36036,623288,648,3,22/05/2013,517,1,0,0,0,5553.692666666665
36037,304199,432,6,24/08/2013,1183,1,0,0,0,10431.97
36038,341773,762,6,21/09/2013,319,1,0,0,0,2912.1602380952377
36039,687319,59,4,12/02/2015,515,1,0,0,0,4587.42
36040,520025,821,1,19/08/2013,796,1,0,0,0,5904.131666666666
36041,495476,1016,6,02/05/2015,507,1,0,0,0,5187.93
36042,178887,1095,6,21/02/2015,446,1,0,0,0,3117.0941666666663
36043,133088,671,2,11/02/2014,576,1,0,0,0,5418.4195
36044,276494,370,2,25/06/2013,535,1,0,0,0,5766.223333333333
36045,275206,761,7,07/06/2015,0,0,0,0,0,0.0
36046,319440,436,2,09/07/2013,594,1,0,0,0,5096.678333333333
36047,263885,368,5,03/07/2015,743,1,1,0,0,10871.75
36048,622904,2,2,09/12/2014,596,1,0,0,0,4787.868666666666
36049,209896,292,7,04/05/2014,0,0,0,0,0,0.0
36050,573740,51,7,12/07/2015,0,0,0,0,0,0.0
36051,393924,87,3,17/04/2013,763,1,0,0,0,5847.18
36052,525842,503,1,20/07/2015,440,1,0,0,1,5139.649
36053,55681,524,3,20/11/2013,855,1,1,0,0,9273.5
36054,406480,37,5,02/01/2015,984,1,0,0,1,8746.033333333333
36055,534304,786,5,25/10/2013,594,1,1,0,1,4085.22
36056,170426,85,2,04/03/2014,1004,1,1,0,0,7721.7018333333335
36057,534424,674,5,05/09/2014,1252,1,1,0,0,9870.98
36058,586262,192,2,09/06/2015,763,1,0,0,0,10505.55625
36059,577837,799,7,21/04/2013,0,0,0,0,0,0.0
36060,207705,830,1,03/06/2013,644,1,1,0,0,8322.07
36061,186284,327,5,05/04/2013,896,1,0,0,0,7235.0
36062,342305,697,7,22/12/2013,0,0,0,0,0,0.0
36063,565634,899,3,09/10/2013,662,1,1,0,0,6647.160666666668
36064,457945,14,5,06/09/2013,555,1,0,0,0,4872.88
36065,431256,615,3,06/11/2013,1363,1,1,0,0,11304.325
36066,35915,541,6,27/04/2013,845,1,0,0,0,6722.1613333333335
36067,565110,814,7,15/09/2013,0,0,0,0,0,0.0
36068,327115,300,2,21/01/2014,917,1,1,0,0,7805.673833333334
36069,537459,151,2,03/03/2015,756,1,1,0,0,8282.65
36070,446456,1045,1,01/04/2013,437,1,0,b,1,3770.445
36071,363643,125,4,24/10/2013,1626,1,1,0,0,13088.41
36072,381244,796,3,10/04/2013,621,1,1,0,0,6900.489166666666
36073,490230,283,5,11/10/2013,765,1,1,0,0,7652.4
36074,235340,414,6,09/03/2013,542,1,0,0,0,6461.31
36075,328265,667,4,06/02/2014,805,1,1,0,0,9128.725
36076,267624,952,5,23/05/2014,576,1,1,0,0,7623.835
36077,48389,1060,5,07/02/2014,833,1,1,0,0,7395.11
36078,492115,834,7,15/06/2014,0,0,0,0,0,0.0
36079,585598,729,6,28/03/2015,868,1,0,0,0,7921.710999999999
36080,271145,141,2,27/08/2013,699,1,1,0,1,6910.14
36081,620587,725,6,05/01/2013,549,1,0,0,0,4763.386388888889
36082,658799,396,5,09/05/2014,1096,1,1,0,0,10918.99
36083,121067,756,6,01/02/2014,2839,1,0,0,0,18061.49
36084,211575,324,5,08/03/2013,744,1,1,0,0,6483.6
36085,149297,557,4,28/05/2015,542,1,0,0,0,3300.412333333333
36086,541165,324,1,20/04/2015,725,1,0,0,0,5387.47
36087,568008,185,7,09/06/2013,0,0,0,0,0,0.0
36088,641080,142,1,13/04/2015,710,1,1,0,0,6497.695
36089,332723,1088,7,13/04/2014,0,0,0,0,0,0.0
36090,449470,371,1,11/11/2013,479,1,0,0,0,5545.02
36091,76781,39,5,15/08/2014,533,1,0,0,1,3752.76
36092,525223,908,4,16/05/2013,404,1,1,0,0,4780.7
36093,302535,273,5,19/06/2015,764,1,1,0,0,7601.98
36094,528727,702,4,22/08/2013,262,1,0,0,1,2646.53
36095,291041,954,5,09/08/2013,737,1,0,0,1,5347.37
36096,598845,614,7,15/09/2013,0,0,0,0,0,0.0
36097,704958,855,4,26/12/2013,0,0,0,c,1,0.0
36098,112928,1046,4,16/04/2015,737,1,1,0,0,9494.74
36099,266849,574,4,29/08/2013,622,1,1,0,1,8450.98
36100,500674,880,5,15/03/2013,727,1,0,0,0,6217.863333333333
36101,499556,898,7,23/06/2013,0,0,0,0,0,0.0
36102,10594,267,1,19/08/2013,929,1,0,0,0,7129.3
36103,334986,199,6,03/01/2015,526,1,0,0,0,6333.45
36104,193295,902,3,22/04/2015,555,1,0,0,0,4047.7
36105,457231,178,5,12/04/2013,1028,1,1,0,0,11888.22675
36106,383967,1006,2,14/07/2015,1029,1,1,0,1,7935.262095238095
36107,619350,543,2,19/03/2013,322,1,1,0,0,4072.979023809524
36108,95742,165,7,10/05/2015,0,0,0,0,0,0.0
36109,664608,1022,1,22/04/2013,995,1,1,0,0,9785.86
36110,63534,667,1,04/03/2013,957,1,1,0,0,11081.33
36111,679226,714,6,07/02/2015,388,1,0,0,0,4716.115833333333
36112,344507,790,5,20/12/2013,1120,1,1,0,0,11581.253999999999
36113,706800,306,6,29/06/2013,275,1,0,0,0,2450.101666666667
36114,278051,317,2,14/05/2013,568,1,1,0,0,5536.960666666667
36115,306068,759,5,07/06/2013,895,1,1,0,0,8803.143333333333
36116,381247,48,5,13/09/2013,503,1,1,0,0,4813.074666666666
36117,347605,675,6,26/01/2013,303,1,0,0,0,2673.72
36118,193384,860,2,02/12/2014,976,1,1,0,0,8520.536666666667
36119,294852,82,5,05/09/2014,928,1,1,0,0,10565.784833333333
36120,657324,444,6,26/10/2013,1590,1,0,0,0,12439.09
36121,204486,552,4,19/02/2015,743,1,1,0,0,8823.105
36122,35809,864,5,04/07/2014,644,1,1,0,0,4683.64
36123,562201,525,2,23/04/2013,950,1,1,0,0,11342.4625
36124,591997,681,3,02/07/2014,595,1,1,0,0,4189.3
36125,446847,897,6,19/07/2014,388,1,0,0,0,5402.597
36126,104125,703,3,20/11/2013,379,1,1,0,0,3818.255
36127,184776,278,4,17/04/2014,1054,1,1,0,1,10570.55
36128,675434,326,1,20/05/2013,0,0,0,a,0,0.0
36129,529551,892,6,05/04/2014,314,1,0,0,0,3032.35
36130,489989,95,3,24/12/2014,522,1,0,0,1,4791.499833333334
36131,274761,388,3,10/09/2014,1000,1,0,0,0,7780.945833333332
36132,646151,209,2,28/01/2014,460,1,0,0,0,4524.041333333333
36133,169706,926,6,22/06/2013,540,1,0,0,0,6860.3
36134,468116,154,6,14/02/2015,753,1,0,0,0,8199.915
36135,585637,239,7,12/10/2014,0,0,0,0,0,0.0
36136,613997,318,3,28/08/2013,716,1,1,0,0,8624.365
36137,15398,49,5,06/06/2014,626,1,1,0,0,9213.117333333334
36138,321894,559,3,08/10/2014,808,1,1,0,0,6839.29
36139,24450,262,3,18/03/2015,2984,1,1,0,0,18850.47
36140,186276,907,1,06/07/2015,818,1,0,0,1,6215.16
36141,667661,732,4,31/01/2013,422,1,0,0,0,3687.68
36142,36928,870,2,28/04/2015,991,1,1,0,0,8130.65
36143,188913,322,1,16/03/2015,835,1,1,0,0,9118.844666666668
36144,469502,812,1,24/03/2014,802,1,0,0,0,5745.8175
36145,373692,598,6,07/02/2015,606,1,0,0,0,4670.39
36146,613102,226,4,10/07/2014,625,1,0,0,0,6117.706000000001
36147,247333,779,1,29/06/2015,873,1,1,0,0,9166.19
36148,87979,1068,4,08/01/2015,292,1,1,0,0,4314.988666666666
36149,384148,166,4,09/04/2015,828,1,0,0,1,5974.79
36150,300243,308,2,12/05/2015,832,1,0,0,0,7582.9325
36151,113833,274,6,14/12/2013,787,1,0,0,0,3284.09
36152,464628,899,4,30/07/2015,571,1,1,0,1,5524.104
36153,333856,936,2,16/06/2015,927,1,1,0,0,7369.2
36154,605321,143,5,13/12/2013,512,1,0,0,0,5320.005333333334
36155,145731,317,4,09/01/2014,546,1,1,0,0,5216.623571428571
36156,14190,978,3,26/06/2013,863,1,0,0,0,5943.990833333332
36157,453349,740,3,09/10/2013,501,1,1,0,0,7109.7683333333325
36158,627035,94,3,04/02/2015,673,1,1,0,0,7379.03
36159,124109,696,7,25/08/2013,0,0,0,0,0,0.0
36160,114624,827,2,30/04/2013,1619,1,1,0,0,13811.3
36161,294705,599,6,25/10/2014,1003,1,0,0,0,11344.7
36162,1125,8,3,29/04/2015,832,1,1,0,0,7600.364333333335
36163,120005,1014,2,19/08/2014,1774,1,1,0,1,17566.77
36164,445852,476,6,13/07/2013,303,1,0,0,0,2792.1656666666663
36165,518229,670,4,04/04/2013,660,1,0,0,1,5991.13
36166,266782,269,2,14/10/2014,1028,1,0,0,1,6884.55
36167,108030,810,6,19/04/2014,699,1,0,0,0,7560.519476190476
36168,91817,1057,3,13/03/2013,490,1,0,0,0,4396.879166666667
36169,155767,460,2,17/09/2013,319,1,0,0,0,3094.651666666666
36170,333723,865,6,26/07/2014,351,1,0,0,0,2591.519
36171,175322,573,5,22/05/2015,390,1,1,0,0,4915.274119047619
36172,353939,1033,3,16/07/2014,1297,1,1,0,1,14107.21
36173,102827,837,5,07/11/2014,704,1,1,0,0,6154.36
36174,346177,722,1,17/02/2014,1797,1,1,0,0,12783.17
36175,23950,580,6,05/01/2013,1542,1,0,0,0,9275.89
36176,299710,449,4,31/07/2014,1708,1,1,0,0,12660.845
36177,477210,801,2,02/04/2013,478,1,0,0,1,4416.4675
36178,556147,871,2,19/08/2014,412,1,1,0,1,5170.75
36179,557765,973,4,20/11/2014,733,1,0,0,0,5428.9
36180,270629,401,3,03/09/2014,806,1,1,0,0,9118.96
36181,486984,493,4,23/05/2013,673,1,0,0,0,6135.56
36182,448881,687,1,22/06/2015,739,1,0,0,0,7682.053333333333
36183,536769,41,6,11/05/2013,408,1,0,0,0,4787.34
36184,581187,393,7,21/04/2013,0,0,0,0,0,0.0
36185,209143,436,5,19/07/2013,699,1,1,0,1,6550.826999999998
36186,648604,787,5,25/10/2013,1279,1,1,0,1,12992.93
36187,412878,847,3,01/07/2015,951,1,1,0,1,7333.58
36188,574289,690,6,18/04/2015,684,1,0,0,0,4491.92
36189,3648,169,5,24/01/2014,814,1,1,0,0,8671.247166666664
36190,277809,636,4,17/04/2014,968,1,1,0,1,9626.138333333332
36191,119830,44,7,12/01/2014,0,0,0,0,0,0.0
36192,143686,288,4,25/06/2015,335,1,0,0,0,3538.4550000000004
36193,272806,44,7,10/02/2013,0,0,0,0,0,0.0
36194,468792,295,6,30/03/2013,738,1,0,0,0,5489.8
36195,642812,1062,7,11/08/2013,0,0,0,0,0,0.0
36196,680706,600,7,03/08/2014,0,0,0,0,0,0.0
36197,124172,66,2,11/11/2014,468,1,1,0,0,5761.1
36198,180907,575,2,07/04/2015,496,1,0,0,1,4660.79
36199,365422,152,2,21/10/2014,627,1,1,0,0,5896.185
36200,601978,213,7,16/02/2014,0,0,0,0,0,0.0
36201,435594,947,7,24/02/2013,0,0,0,0,0,0.0
36202,582668,848,2,24/09/2013,755,1,1,0,0,7135.145833333334
36203,15303,919,3,12/06/2013,657,1,0,0,0,5151.608333333333
36204,556385,989,2,12/02/2013,245,1,0,0,1,2112.595
36205,497881,1003,3,15/01/2014,539,1,0,0,0,4690.76
36206,128319,424,6,06/12/2014,835,1,0,0,0,7220.39
36207,290094,65,4,17/01/2013,416,1,0,0,0,4253.788785714286
36208,317736,828,4,04/09/2014,628,1,1,0,0,5676.41
36209,652834,912,5,20/09/2013,659,1,0,0,0,4637.9906666666675
36210,180434,958,5,06/03/2015,584,1,1,0,0,4249.5482142857145
36211,694231,632,7,07/12/2014,0,0,0,0,0,0.0
36212,672345,1014,1,16/09/2013,1273,1,0,0,0,10602.36
36213,589662,421,2,10/06/2014,920,1,0,0,0,8156.26
36214,163041,746,1,21/10/2013,568,1,1,0,1,7452.273333333333
36215,331656,78,1,15/09/2014,639,1,1,0,0,5513.5554999999995
36216,501766,949,7,29/12/2013,0,0,0,0,0,0.0
36217,81747,273,7,27/07/2014,0,0,0,0,0,0.0
36218,620564,483,3,03/09/2014,693,1,1,0,1,5896.56
36219,204209,756,7,27/07/2014,0,0,0,0,0,0.0
36220,403357,549,1,22/12/2014,623,1,0,0,1,6031.635
36221,492942,589,5,17/04/2015,606,1,1,0,0,6318.881333333333
36222,193885,793,3,25/09/2013,444,1,1,0,0,4623.63
36223,555072,821,2,09/09/2014,864,1,0,0,0,7078.03
36224,616496,402,1,29/09/2014,675,1,1,0,0,7041.6365000000005
36225,237704,388,1,20/07/2015,997,1,0,0,1,7887.62
36226,602798,248,6,10/08/2013,1130,1,0,0,0,7984.81
36227,650118,631,6,26/01/2013,443,1,0,0,0,4644.510666666666
36228,96455,758,3,31/07/2013,817,1,1,0,1,7305.055
36229,473499,771,5,22/03/2013,707,1,1,0,0,6496.6483333333335
36230,667685,762,7,22/12/2013,0,0,0,0,0,0.0
36231,30082,191,2,09/06/2015,662,1,0,0,0,6509.73
36232,567124,936,3,04/12/2013,1026,1,1,0,0,8373.0
36233,200882,451,1,16/06/2014,563,1,1,0,0,7655.75
36234,128512,1091,1,25/02/2013,619,1,0,0,0,6723.456666666668
36235,133942,415,1,19/05/2014,600,1,1,0,0,7669.74
36236,315483,1043,5,27/02/2015,1145,1,0,0,0,7762.2108333333335
36237,248987,159,6,08/03/2014,642,1,0,0,0,6674.23
36238,71756,1010,5,09/01/2015,841,1,1,0,0,9325.7
36239,698912,137,3,06/05/2015,898,1,1,0,0,7474.778
36240,145952,700,7,01/03/2015,0,0,0,0,0,0.0
36241,567228,459,2,12/03/2013,1083,1,0,0,0,8107.22
36242,255566,228,5,15/02/2013,529,1,0,0,0,6574.428000000001
36243,417862,1065,2,19/05/2015,481,1,1,0,0,4103.426142857143
36244,537145,665,3,23/04/2014,1350,1,0,0,1,8193.01
36245,231139,1068,1,17/11/2014,275,1,0,0,0,4084.8519999999994
36246,128481,929,4,30/10/2014,744,1,0,0,0,5721.89
36247,574599,376,5,08/05/2015,1023,1,1,0,0,9534.17
36248,375247,620,3,11/09/2013,833,1,1,0,1,9663.79
36249,670175,71,7,19/05/2013,0,0,0,0,0,0.0
36250,120696,606,2,27/08/2013,674,1,1,0,0,6724.343888888889
36251,545464,522,1,15/06/2015,809,1,1,0,0,10008.501
36252,418549,726,7,11/08/2013,0,0,0,0,0,0.0
36253,704472,793,4,24/04/2014,346,1,0,0,1,3089.765
36254,579903,644,6,29/03/2014,1136,1,0,0,0,9950.485999999999
36255,76620,899,5,24/04/2015,478,1,0,0,0,4088.7606666666666
36256,282720,836,5,03/01/2014,689,1,0,0,1,5373.5475
36257,676704,433,5,12/09/2014,627,1,0,0,0,5613.596666666667
36258,328803,846,6,01/11/2014,0,0,0,a,0,0.0
36259,512700,333,5,01/08/2014,1338,1,1,0,1,10362.25
36260,658194,1022,1,21/10/2013,1119,1,1,0,1,11251.43
36261,676407,106,1,30/03/2015,936,1,1,0,1,10813.69
36262,363441,660,4,17/01/2013,302,1,0,0,0,2590.9883333333332
36263,106142,847,1,26/01/2015,951,1,1,0,0,7113.48
36264,162929,521,6,25/10/2014,405,1,0,0,0,4513.02792857143
36265,159771,544,2,10/03/2015,1601,1,0,0,0,10005.1
36266,491877,582,7,04/05/2014,0,0,0,0,0,0.0
36267,181648,55,4,27/06/2013,402,1,0,0,0,3003.08
36268,330216,669,2,25/06/2013,394,1,0,0,0,4143.155
36269,497997,963,3,13/11/2013,814,1,0,0,0,7919.225555555555
36270,125365,907,6,05/07/2014,799,1,0,0,0,6031.38
36271,329760,1091,5,21/06/2013,758,1,1,0,0,8875.74
36272,105435,24,3,12/03/2014,688,1,0,0,0,7371.91
36273,686866,255,1,13/04/2015,746,1,1,0,0,8132.79
36274,328213,301,2,04/02/2014,708,1,1,0,0,7188.6984999999995
36275,458524,796,3,26/11/2014,720,1,1,0,0,7938.953571428571
36276,202946,279,5,16/01/2015,788,1,1,0,0,11902.37
36277,181249,246,7,07/06/2015,0,0,0,0,0,0.0
